total_sqft,bath,bhk,balcony,garage_sqft,price
1385,2,3,2,174,66.5
1080,2,2,1,135,45
1170,2,2,1,147,59
1200,2,3,2,150,57.9
1030,2,2,1,129,50.36
1296,2,2,1,162,81
1550,2,3,2,194,74
1845,2,3,2,231,91
1185,2,2,1,149,85
1225,2,2,1,154,48
1930,2,3,2,242,75
1600,2,3,2,200,65
1344,2,3,2,168,56
1500,2,3,2,188,70
1855,2,3,2,232,96
1175,2,2,1,147,75
1175,2,2,1,147,73.5
1710,2,3,2,214,91.31
1020,2,2,1,128,48.95
1175,2,2,1,147,73.5
1070,2,2,1,134,45
1239,2,2,1,155,53
1060,2,2,1,133,62
980,2,2,1,123,45.47
883,2,2,1,111,40
1525,2,3,2,191,96
1200,2,2,1,150,65
883,2,2,1,111,40.95
1070,2,2,1,134,49.65
883,2,2,1,111,50
1155,2,2,1,145,51
1003,2,2,1,126,43
1237,2,2,1,155,73
883,2,2,1,111,45
1170,2,2,1,147,65
1029.5,2,2,1,129,50.855
940,2,2,1,118,43.61
1020,2,2,1,128,48.95
1568,2,3,2,196,100
1560,2,3,2,195,83.3
1175,2,2,1,147,70.5
1080,2,3,2,135,60
883,2,2,1,111,37
1020,2,2,1,128,45.9
1105,2,2,1,139,49.73
1022,2,2,1,128,45.9
1020,2,2,1,128,45
1019,2,2,1,128,45.9
1020,2,2,1,128,46
1021,2,2,1,128,46
1021,2,2,1,128,45.9
1565,2,3,2,196,75
2500,2,5,3,313,130
1125,2,2,1,141,45.56
2150,2,4,2,269,115
1250,2,2,1,157,75
1789,2,3,2,224,75
1731,2,3,2,217,64.11
2400,2,2,1,300,125
1350,2,3,2,169,150
1200,2,2,1,150,150
2400,2,3,2,300,160
884,2,1,1,111,36
1055,2,2,1,132,55
1223,2,2,1,153,60
956,2,2,1,120,49
1200,2,2,1,150,150
1145,2,2,1,144,40
300,2,1,1,38,20
1250,2,4,2,157,175
710,2,1,1,89,40
1212,2,2,1,152,50
1020,2,2,1,128,55
1120,2,2,1,140,53
1146,2,2,1,144,50
1190,2,2,1,149,63
1050,2,2,1,132,80
2500,2,5,3,313,180
1250,2,2,1,157,170
1400,2,3,2,175,135
1100,2,2,1,138,46.2
1080,2,2,1,135,49
1800,2,4,2,225,180
1225,2,2,1,154,58
980,2,2,1,123,48
2400,2,4,2,300,145
7000,2,4,2,875,450
1650,2,3,2,207,95
1500,2,2,1,188,91
400,2,1,1,50,14
2172.65,2,4,2,272,120
2319,2,3,2,290,180
2430,2,3,2,304,180
936,2,2,1,117,40.2
1125,2,2,1,141,44.5
1315,2,2,1,165,70
1077,2,2,1,135,50
2496,2,4,2,312,125
1110,2,2,1,139,44.95
1247,2,2,1,156,58.56
1392,2,2,1,174,99
705,2,1,1,89,52.5
1300,2,3,2,163,80
705,2,1,1,89,57
705,2,1,1,89,55
705,2,1,1,89,57
1335,2,2,1,167,110
1260,2,2,1,158,85.5
1308,2,2,1,164,89.04
1566,2,3,2,196,83.3
1485,2,3,2,186,85
1302,2,2,1,163,69.1
1308,2,2,1,164,89.04
2357,2,3,2,295,135
2357,2,3,2,295,135
1469,2,2,1,184,99.14
1053,2,2,1,132,45
1363,2,2,1,171,68
2556,2,3,2,320,133
674,2,1,1,85,21
527,2,1,1,66,26
1167,2,3,2,146,38
1060,2,2,1,133,35
640,2,1,1,80,20.5
4000,2,10,5,500,160
1105,2,2,1,139,30
1100,2,2,1,138,30
2111,2,3,2,264,103
1775,2,3,2,222,110
2363,2,4,2,296,120
2342,2,4,2,293,115
967,2,2,1,121,41.1
1374,2,3,2,172,72
1674,2,3,2,210,90
1269,2,3,2,159,63
1100,2,2,1,138,50
1674,2,3,2,210,81
2420,2,3,2,303,185
1078,2,2,1,135,65
1101,2,2,1,138,65.5
1041,2,2,1,131,65.5
1300,2,2,1,163,80
1085,2,2,1,136,64
1855,2,3,2,232,145
1050,2,2,1,132,48
1165,2,2,1,146,88.5
1101,2,2,1,138,66
3400,2,4,2,425,275
2732,2,4,2,342,204
3356,2,4,2,420,251
1206,2,2,1,151,75
2774,2,4,2,347,207
2690,2,4,2,337,191
2690,2,4,2,337,199
1655,2,2,1,207,97.65
1075,2,2,1,135,60
1858,2,3,2,233,167
1150,2,2,1,144,90
2690,2,4,2,337,191
2658,2,4,2,333,187
946,2,2,1,119,58
2774,2,4,2,347,208
2774,2,4,2,347,208
3200,2,4,2,400,280
2690,2,4,2,337,201
1145,2,2,1,144,75
2732,2,4,2,342,194
2658,2,4,2,333,189
2774,2,4,2,347,197
3496,2,4,2,437,262
2774,2,4,2,347,197
2732,2,4,2,342,204
1798,2,3,2,225,150
2774,2,4,2,347,208
1184,2,2,1,148,78
3504,2,4,2,438,262
1055,2,2,1,132,75
1425,2,3,2,179,94
3715,2,4,2,465,224.5
935,2,2,1,117,45
1720,2,3,2,215,100
1200,2,2,1,150,72
1225,2,2,1,154,53.55
1100,2,2,1,138,70
2760,2,3,2,345,157
1171,2,2,1,147,75
935,2,2,1,117,45
4500,2,5,3,563,294
1065,2,2,1,134,47.86
2010,2,4,2,252,125
1480,2,3,2,185,84
2990,2,3,2,374,210
1210,2,2,1,152,74
1171,2,2,1,147,72
1480,2,3,2,185,95
1210,2,2,1,152,80
1859,2,3,2,233,121
2990,2,3,2,374,173
2300,2,3,2,288,142
1210,2,2,1,152,80
1210,2,2,1,152,77
5020,2,5,3,628,287
1330,2,2,1,167,74
1720,2,3,2,215,106
2640,2,3,2,330,150
2990,2,3,2,374,170
1171,2,2,1,147,73
1630,2,3,2,204,110
1165,2,2,1,146,52
2640,2,2,1,330,170
1165,2,2,1,146,51.42
1020,2,2,1,128,63
1176,2,2,1,147,62
1258,2,2,1,158,115
1100,2,2,1,138,65
3400,2,4,2,425,210
4500,2,3,2,563,360
1200,2,2,1,150,60
1000,2,2,1,125,90
1067,2,2,1,134,52
1100,2,2,1,138,60
2051,2,3,2,257,180
2051,2,3,2,257,170
1006,2,2,1,126,35
1550,2,3,2,194,90
1050,2,2,1,132,40
1400,2,3,2,175,67
1100,2,2,1,138,50
1255,2,2,1,157,80
1075,2,2,1,135,35
1400,2,2,1,175,57.5
1175,2,2,1,147,60
810,2,2,1,102,34.5
1000,2,2,1,125,34
1000,2,2,1,125,42
3800,2,6,3,475,175
1068,2,2,1,134,48
1510,2,3,2,189,65
1359,2,2,1,170,87
1438,2,2,1,180,100
1688,2,3,2,211,118
1198,2,2,1,150,77
1180,2,2,1,148,70
1546,2,3,2,194,99
1000,2,2,1,125,65.3
1109,2,2,1,139,63
1000,2,2,1,125,68
1255,2,2,1,157,79
1205,2,2,1,151,62.9
1198,2,2,1,150,82
1235,2,2,1,155,65
1210,2,2,1,152,80
1210,2,2,1,152,77
661,2,1,1,83,40
1210,2,2,1,152,78
1050,2,2,1,132,60
1398,2,2,1,175,97
1065,2,2,1,134,58
1007,2,2,1,126,64
1210,2,2,1,152,77.93
1230,2,2,1,154,80
980,2,2,1,123,57
1075,2,2,1,135,60
1210,2,2,1,152,69
1343,2,2,1,168,76
1194,2,2,1,150,47
1194,2,2,1,150,47
1194,2,2,1,150,46
1194,2,2,1,150,47
1194,2,2,1,150,46
1194,2,2,1,150,47
1194,2,2,1,150,47
1092,2,2,1,137,43
1194,2,2,1,150,45
1200,2,1,1,150,45
1194,2,2,1,150,46
1194,2,2,1,150,47
1194,2,2,1,150,47
1194,2,2,1,150,46
1194,2,2,1,150,46
1550,2,3,2,194,80
1025,2,2,1,129,44.5
1247,2,2,1,156,59.8
900,2,2,1,113,42
1302,2,2,1,163,66
1550,2,3,2,194,80
1247,2,2,1,156,62.35
1350,2,2,1,169,68
920,2,2,1,115,39.55
1160,2,2,1,145,46.39
965,2,2,1,121,48
1160,2,2,1,145,46.39
1160,2,2,1,145,46.39
960,2,2,1,120,50
2028,2,4,2,254,162
1352,2,2,1,169,87.5
1190,2,2,1,149,68
1352,2,2,1,169,85
1352,2,2,1,169,75
2273,2,3,2,285,220
1352,2,2,1,169,93
2273,2,3,2,285,192
1352,2,2,1,169,72
1200,2,2,1,150,120
1040,2,2,1,130,46
1200,2,2,1,150,45
1235,2,2,1,155,65
1140,2,3,2,143,130
970,2,2,1,122,55
1560,2,3,2,195,125
1200,2,2,1,150,60
1200,2,3,2,150,140
1100,2,2,1,138,125
1150,2,2,1,144,72
1500,2,4,2,188,185
3600,2,9,5,450,165
1080,2,2,1,135,48
1325,2,2,1,166,52
1300,2,3,2,163,145
1100,2,2,1,138,85
1667,2,3,2,209,130
1050,2,2,1,132,52.07
1050,2,2,1,132,55.5
1050,2,2,1,132,53.5
1220,2,2,1,153,59.5
1050,2,2,1,132,52.5
1050,2,2,1,132,52.1
1050,2,2,1,132,53.5
1113,2,2,1,140,55
3657,2,4,2,458,220
680,2,1,1,85,32.64
412.5,2,1,1,52,19.8
1050,2,2,1,132,52.5
690,2,1,1,87,39.8
1050,2,2,1,132,47.25
1050,2,2,1,132,55.5
985,2,2,1,124,49.97
1050,2,2,1,132,52.5
1050,2,2,1,132,52.08
1050,2,2,1,132,52.07
1050,2,2,1,132,52.08
985,2,2,1,124,49.97
1856,2,3,2,232,106
1050,2,2,1,132,52.5
985,2,2,1,124,50.17
2600,2,3,2,325,160
985,2,2,1,124,50.17
1050,2,2,1,132,52.71
1295,2,2,1,162,43.9
1145,2,2,1,144,45.79
1419,2,2,1,178,48.1
1295,2,2,1,162,55.47
1133,2,2,1,142,49.07
1090,2,2,1,137,42
1260,2,2,1,158,67.39
1141,2,2,1,143,38.55
1140,2,2,1,143,49.39
1303,2,2,1,163,55.79
600,2,1,1,75,22
1278,2,3,2,160,53.76
500,2,1,1,63,25
1143,2,2,1,143,38.65
1610,2,3,2,202,74
1105,2,2,1,139,65
1258,2,2,1,158,63.53
1128,2,2,1,141,38.24
1157,2,2,1,145,53.8
1185,2,2,1,149,47.39
1030,2,2,1,129,50
1144,2,2,1,143,38.55
1196,2,2,1,150,51.51
1570,2,3,2,197,88
1168,2,2,1,146,61
1306,2,2,1,164,55.91
1608,2,3,2,201,67.98
1575,2,3,2,197,78
1200,2,2,1,150,35
1151,2,2,1,144,39.02
1570,2,3,2,197,65
1196,2,2,1,150,51.15
1419,2,2,1,178,48
1295,2,2,1,162,70
648,2,1,1,81,31.75
1100,2,2,1,138,55
1140,2,2,1,143,38.55
1090,2,2,1,137,43.59
1023,2,2,1,128,42
1070,2,2,1,134,50
4800,2,8,4,600,225
1128,2,2,1,141,48.79
1267,2,2,1,159,42.85
550,2,1,1,69,21
1120,2,2,1,140,37.95
1608,2,2,1,201,85
1210,2,2,1,152,45
1240,2,2,1,155,53.27
1395,2,3,2,175,72
1165,2,2,1,146,45
1288,2,3,2,161,70
1120,2,2,1,140,37.97
1140,2,2,1,143,38.65
1095,2,2,1,137,38.33
1420,2,3,2,178,60
1303,2,2,1,163,44.17
1185,2,2,1,149,40.17
1140,2,2,1,143,49.27
1095,2,2,1,137,38.33
1235,2,2,1,155,75
1280,2,3,2,160,57.6
1303,2,2,1,163,55.79
1162,2,2,1,146,65
1133,2,2,1,142,38.41
1151,2,2,1,144,49
1267,2,2,1,159,54.35
1100,2,2,1,138,50
1185,2,2,1,149,40.17
1306,2,2,1,164,44.17
1196,2,2,1,150,40.44
1178,2,2,1,148,75
1128,2,2,1,141,40
1151,2,2,1,144,39
1525,2,3,2,191,99.13
1060,2,2,1,133,48
3900,2,6,3,488,195
1128,2,2,1,141,48.79
1170,2,2,1,147,50
1185,2,2,1,149,51.15
1255,2,2,1,157,53.87
1419,2,2,1,178,60.42
1693,2,3,2,212,71.38
3600,2,9,5,450,240
1196,2,2,1,150,40.54
1196,2,2,1,150,40.54
1160,2,2,1,145,70
1133,2,2,1,142,38.37
1140,2,2,1,143,48.7
1140,2,2,1,143,38.65
1140,2,2,1,143,38.55
1295,2,2,1,162,55.47
1133,2,2,1,142,40
1550,2,3,2,194,86.8
1400,2,2,1,175,45
1110,2,2,1,139,52
1580,2,3,2,198,83.74
1640,2,3,2,205,86.8
1185,2,2,1,149,51.15
1295,2,2,1,162,43.9
1279,2,3,2,160,53.76
1196,2,2,1,150,40.54
1240,2,2,1,155,40.54
1090,2,2,1,137,57
1240,2,2,1,155,42.04
1757,2,3,2,220,98
1530,2,3,2,192,64
1587,2,3,2,199,73.8
1295,2,2,1,162,55.47
1450,2,3,2,182,67
1090,2,2,1,137,57
945,2,2,1,119,45
1303,2,2,1,163,55.78
3450,2,8,4,432,225
1419,2,2,1,178,48.1
1700,2,3,2,213,86
1270,2,2,1,159,62
1250,2,2,1,157,68
1260,2,3,2,158,62
1196,2,2,1,150,40.54
1580,2,3,2,198,66.85
1050,2,2,1,132,37
1021,2,3,2,128,59
1196,2,2,1,150,40.54
1500,2,3,2,188,88
1168,2,2,1,146,66
1400,2,3,2,175,86
1157,2,2,1,145,65
1206,2,2,1,151,40.7
1000,2,2,1,125,50
1485,2,3,2,186,63
1335,2,3,2,167,56
1255,2,2,1,157,42.54
1530,2,3,2,192,64.86
1850,2,3,2,232,98
1140,2,2,1,143,44
6000,2,8,4,750,215
1140,2,2,1,143,39
510,2,1,1,64,22
1187,2,2,1,149,40.14
1141,2,2,1,143,60
1640,2,3,2,205,229
2390,2,3,2,299,415
2390,2,3,2,299,410
3516,2,4,2,440,540
1640,2,3,2,205,223
1800,2,6,3,225,324
3526,2,4,2,441,558
1800,2,3,2,225,260
1640,2,3,2,205,241
1370,2,2,1,172,170
2409,2,3,2,302,360
1718,2,2,1,215,288
2386,2,3,2,299,334
3436,2,4,2,430,500
1200,2,2,1,150,150
1160,2,2,1,145,163
660,2,1,1,83,75
1440,2,2,1,180,170
2448,2,3,2,306,400
1440,2,2,1,180,185
1640,2,3,2,205,230
1800,2,3,2,225,250
3100,2,4,2,388,550
3526,2,4,2,441,598
1357,2,2,1,170,130
2300,2,3,2,288,369
2500,2,3,2,313,350
2559,2,3,2,320,403
1763,2,2,1,221,262
2533,2,3,2,317,425
1268,2,2,1,159,127
1640,2,3,2,205,262
1200,2,2,1,150,200
2367,2,3,2,296,375
2440,2,4,2,305,415
1640,2,3,2,205,251
1640,2,3,2,205,268
2367,2,3,2,296,340
3600,2,5,3,450,510
1350,2,4,2,169,230
2400,2,5,3,300,408
2500,2,3,2,313,340
2390,2,3,2,299,372
2415,2,3,2,302,399
1718,2,2,1,215,275
1763,2,2,1,221,240
2409,2,3,2,302,395
1314,2,2,1,165,225
1440,2,2,1,180,165
1640,2,3,2,205,245
1690,2,3,2,212,125
1263,2,2,1,158,93.32
2340,2,4,2,293,148
2340,2,4,2,293,129
1330,2,2,1,167,93
2340,2,4,2,293,129
1309,2,2,1,164,80
2340,2,4,2,293,145
2330,2,4,2,292,175
2340,2,4,2,293,160
1151,2,2,1,144,48.77
1251,2,2,1,157,47
1235,2,2,1,155,52.04
1610,2,3,2,202,111
540,2,1,1,68,30
1235,2,2,1,155,46.8
1215,2,2,1,152,51.26
2257,2,3,2,283,157
1251,2,2,1,157,47.4
1610,2,3,2,202,115
920,2,2,1,115,65
1215,2,2,1,152,45.5
1253,2,2,1,157,52.66
1295,2,2,1,162,95
1151,2,2,1,144,50.5
1235,2,2,1,155,49.3
2257,2,3,2,283,159
1295,2,2,1,162,95
1910,2,3,2,239,142
1215,2,2,1,152,46.1
1251,2,2,1,157,50
1610,2,3,2,202,115
1151,2,2,1,144,43.6
1251,2,2,1,157,53
845,2,2,1,106,45.82
1910,2,3,2,239,150
2040,2,3,2,255,114
1251,2,2,1,157,46
1151,2,2,1,144,46
1610,2,3,2,202,112
1610,2,3,2,202,115
1200,2,3,2,150,56.1
2787,2,4,2,349,220
1125,2,2,1,141,75
1151,2,2,1,144,42.5
2257,2,3,2,283,155
1500,2,3,2,188,100
1910,2,3,2,239,131
3700,2,4,2,463,225
3500,2,5,3,438,150
1050,2,2,1,132,37
1040,2,2,1,130,50
1200,2,2,1,150,72
360,2,1,1,45,26
950,2,2,1,119,50.79
1200,2,3,2,150,66
1525,2,3,2,191,100
1200,2,2,1,150,80
1200,2,2,1,150,42
1100,2,2,1,138,68
1185,2,2,1,149,45.5
1170,2,2,1,147,46.8
1150,2,2,1,144,51
1200,2,2,1,150,48
600,2,2,1,75,45
1110,2,2,1,139,65
1200,2,2,1,150,78
600,2,1,1,75,43
1006,2,2,1,126,57
1200,2,2,1,150,76
700,2,2,1,88,33
1125,2,2,1,141,47
1000,2,2,1,125,62
1334,2,2,1,167,67
1200,2,2,1,150,46
1200,2,2,1,150,57.9
1360,2,2,1,170,45
1170,2,2,1,147,44
2200,2,4,2,275,130
1050,2,2,1,132,51.66
2916,2,4,2,365,230
2316,2,3,2,290,125
1101,2,2,1,138,50
1150,2,2,1,144,40
1050,2,2,1,132,37.8
935,2,2,1,117,39
1200,2,2,1,150,68
540,2,1,1,68,35
960,2,2,1,120,35
1314,2,3,2,165,63
1065,2,2,1,134,44.95
1708,2,3,2,214,75
1199,2,3,2,150,48.5
1577,2,3,2,198,67
1253,2,2,1,157,57
583,2,1,1,73,26.9
1198,2,2,1,150,54
1555,2,3,2,195,75.17
1458,2,3,2,183,60
1179,2,3,2,148,55
1601,2,3,2,201,70
1708,2,4,2,214,76
470,2,1,1,59,21
3600,2,5,3,450,145
1357,2,3,2,170,59
1500,2,3,2,188,95
1100,2,2,1,138,56
1219,2,2,1,153,48
1100,2,3,2,138,75
1655,2,3,2,207,115
1150,2,2,1,144,54
1270,2,2,1,159,69.85
960,2,2,1,120,56
1048,2,2,1,131,50
1160,2,2,1,145,55
1200,2,3,2,150,75
2500,2,4,2,313,200
1914,2,3,2,240,179
1500,2,3,2,188,125
1100,2,2,1,138,55
1914,2,3,2,240,149
1000,2,2,1,125,60
1175,2,2,1,147,49
1370,2,3,2,172,90
1100,2,2,1,138,55
1100,2,3,2,138,75
1180,2,2,1,148,72
1200,2,2,1,150,60
1032,2,2,1,129,45
1200,2,2,1,150,46
1270,2,2,1,159,96
1201,2,2,1,151,80
1200,2,2,1,150,54
1291,2,2,1,162,72.3
1000,2,2,1,125,70
1100,2,2,1,138,98
1150,2,2,1,144,72.2
1800,2,3,2,225,180
630,2,2,1,79,35
3300,2,5,3,413,250
1900,2,3,2,238,180
1575,2,2,1,197,90
960,2,2,1,120,55
1050,2,2,1,132,59
1150,2,2,1,144,70
1500,2,3,2,188,150
1180,2,2,1,148,80
2121,2,3,2,266,253
2289,2,3,2,287,260
2500,2,3,2,313,325
2145,2,3,2,269,270
1200,2,3,2,150,128
2663,2,3,2,333,338
1840,2,3,2,230,175
2250,2,3,2,282,148
1600,2,3,2,200,75
1242.5,2,2,1,156,43.49
913,2,2,1,115,32
1128,2,2,1,141,60
1185,2,2,1,149,47
900,2,3,2,113,42
649.5,2,1,1,82,17.535
1020,2,2,1,128,35
1195,2,2,1,150,42
1240,2,2,1,155,44
950,2,2,1,119,32.5
1285,2,3,2,161,68
925,2,2,1,116,25
3190,2,4,2,399,160
1215,2,2,1,152,40
1200,2,3,2,150,78
1000,2,2,1,125,30
1157,2,2,1,145,40
2238,2,3,2,280,140
2020,2,3,2,253,85
2885,2,4,2,361,185
1240,2,2,1,155,44.3
625,2,1,1,79,19
2585.5,2,4,2,324,139.5
940,2,2,1,118,25.38
2100,2,4,2,263,125
913,2,2,1,115,36
1404,2,3,2,176,53.35
1830,2,3,2,229,88
1364,2,3,2,171,56
1124,2,2,1,141,30.35
1044,2,2,1,131,32
650,2,1,1,82,19.87
1175,2,2,1,147,42
1240,2,2,1,155,43.1
1032,2,2,1,129,42
1044,2,2,1,131,34
1200,2,3,2,150,76.13
1200,2,2,1,150,62
900,2,2,1,113,27.98
1205,2,2,1,151,29
850,2,2,1,107,32
1175,2,2,1,147,41.68
920,2,2,1,115,33
1150,2,2,1,144,41
1200,2,2,1,150,42.6
1333,2,3,2,167,50
1044,2,2,1,131,36
950,2,2,1,119,35
2172,2,3,2,272,100
633,2,1,1,80,17.09
1500,2,3,2,188,95
1451,2,2,1,182,87
2400,2,4,2,300,140
1525,2,3,2,191,68
1095,2,2,1,137,45
1425,2,3,2,179,57
2497,2,3,2,313,140
1787,2,3,2,224,98.29
1787,2,3,2,224,125
1000,2,2,1,125,67
1346,2,2,1,169,74.03
1195,2,2,1,150,70
1550,2,3,2,194,100
2100,2,3,2,263,125
1691,2,3,2,212,113
1278,2,2,1,160,95
2238,2,3,2,280,140
1800,2,3,2,225,110
1984,2,3,2,248,146
1128,2,2,1,141,59
1700,2,3,2,213,110
1157,2,3,2,145,75
1282,2,2,1,161,72
4111,2,4,2,514,310
3430,2,4,2,429,228.5
3900,2,4,2,488,300
1050,2,2,1,132,62
1700,2,3,2,213,135
1691,2,3,2,212,119
1846,2,3,2,231,140
1200,2,3,2,150,95
1819,2,3,2,228,100
1845,2,3,2,231,110
1233,2,2,1,155,77.65
3750,2,4,2,469,290
1680,2,3,2,210,112
1255,2,2,1,157,92
1311,2,2,1,164,78
1157,2,3,2,145,75
1145,2,2,1,144,75
1300,2,3,2,163,70
1476,2,3,2,185,98.94
2180,2,3,2,273,170
1750,2,3,2,219,110
1200,2,3,2,150,70
2600,2,3,2,325,200
685,2,1,1,86,40
2720,2,3,2,340,210
1241,2,2,1,156,82
3785,2,4,2,474,280
835,2,1,1,105,46.95
1280,2,2,1,160,76
1263,2,2,1,158,78
1691,2,3,2,212,98
1308,2,2,1,164,83
1592,2,3,2,199,91
1150,2,2,1,144,77
1965,2,3,2,246,120
2275,2,3,2,285,180
1418,2,2,1,178,78
1200,2,2,1,150,93
1115,2,2,1,140,60
1525,2,3,2,191,87
1346,2,2,1,169,71.32
3905,2,5,3,489,290
715,2,1,1,90,29
1230,2,2,1,154,94.5
1750,2,3,2,219,99
1145,2,2,1,144,62
1500,2,3,2,188,88
1846,2,3,2,231,145
1067,2,2,1,134,60
1700,2,3,2,213,95
1230,2,2,1,154,65
3785,2,4,2,474,280
2556,2,3,2,320,169
1278,2,2,1,160,90
1305,2,2,1,164,99
1755,2,3,2,220,122
4334,2,4,2,542,338
1700,2,3,2,213,93.5
1060,2,2,1,133,55
1455,2,3,2,182,98
1850,2,3,2,232,140
950,2,1,1,119,39.9
1826,2,3,2,229,130
1660,2,3,2,208,116
1700,2,3,2,213,108
1539,2,3,2,193,85
1489,2,3,2,187,82
1200,2,2,1,150,75
3044,2,3,2,381,183
1877,2,3,2,235,150
1229,2,2,1,154,70
1342,2,2,1,168,70
1711,2,3,2,214,110
1050,2,2,1,132,63.5
1350,2,2,1,169,102
2990,2,4,2,374,240
1457,2,3,2,183,85
1685,2,3,2,211,135
1200,2,3,2,150,70
984,2,2,1,123,55
1320,2,2,1,165,100
1984,2,3,2,248,145
1550,2,3,2,194,89
2425,2,4,2,304,201
1691,2,3,2,212,113
2070,2,3,2,259,160
1435,2,3,2,180,90
1262,2,2,1,158,67
1693,2,3,2,212,125
1826,2,3,2,229,125
1660,2,3,2,208,116
1830,2,3,2,229,119
2900,2,4,2,363,240
1059,2,2,1,133,68
1157,2,3,2,145,74
1700,2,3,2,213,118
1691,2,3,2,212,120
1308,2,2,1,164,75
1580,2,3,2,198,125
1763.25,2,3,2,221,98
1826,2,3,2,229,130
1550,2,3,2,194,98
1819,2,3,2,228,100
984,2,2,1,123,59
1489,2,3,2,187,88
702,2,1,1,88,52
1242,2,2,1,156,75
2275,2,3,2,285,185
2100,2,3,2,263,135
1700,2,3,2,213,93.5
1862,2,3,2,233,110
2275,2,3,2,285,175
1787,2,3,2,224,116
1691,2,3,2,212,93.01
1028,2,2,1,129,56
1181,2,3,2,148,65
1691,2,3,2,212,100
1026,2,2,1,129,60.55
1350,2,2,1,169,85
1157,2,3,2,145,72
1019,2,2,1,128,62
3418,2,4,2,428,235
691,2,1,1,87,31.1
1881,2,3,2,236,145
2275,2,3,2,285,182
1881,2,3,2,236,145
2880,2,4,2,360,211
3418,2,4,2,428,222
675,2,1,1,85,27
1773.5,2,3,2,222,102.92
1346,2,2,1,169,74.03
1691,2,3,2,212,119
1335,2,2,1,167,95
1680,2,3,2,210,126
1222,2,3,2,153,68
3420,2,4,2,428,225
1510,2,3,2,189,110
1242,2,2,1,156,78
1129,2,2,1,142,69
1850,2,3,2,232,140
1879,2,3,2,235,155
1157,2,3,2,145,75
2425,2,4,2,304,175
1323,2,2,1,166,74
2289,2,3,2,287,178
2100,2,3,2,263,130
702,2,1,1,88,35.8
1800,2,3,2,225,128
2275,2,3,2,285,187
1026,2,2,1,129,60.8
1216,2,2,1,152,70
1112,2,2,1,139,62
1157,2,3,2,145,69
1026,2,2,1,129,60.8
1600,2,3,2,200,120
1346,2,2,1,169,74.03
475,2,1,1,60,26
1660,2,3,2,208,116
1346,2,2,1,169,69.61
2089,2,3,2,262,148
1612,2,3,2,202,98.38
1290,2,2,1,162,88
1371,2,2,1,172,86
2140,2,3,2,268,139
1044,2,2,1,131,55
2180,2,3,2,273,180
1691,2,3,2,212,119
2206,2,3,2,276,180
1309,2,2,1,164,69.5
1691,2,3,2,212,100
1367,2,2,1,171,80
1984,2,3,2,248,148
1346,2,2,1,169,74.03
1112,2,2,1,139,58
1340,2,2,1,168,75
3500,2,3,2,438,275
1132,2,2,1,142,70
2425,2,4,2,304,195
1330,2,3,2,167,48
1329,2,3,2,167,45.95
829,2,2,1,104,22.8
2400,2,3,2,300,85
1033,2,2,1,130,28.41
1676,2,3,2,210,52
1800,2,3,2,225,90
1308,2,2,1,164,37
1073,2,2,1,135,31.77
1330,2,3,2,167,49
1090,2,2,1,137,37
1126,2,2,1,141,36
740,2,1,1,93,23.65
1555,2,3,2,195,52
1296,2,2,1,162,75
794,2,1,1,100,60
1143,2,2,1,143,65
1665,2,3,2,209,110
1512,2,3,2,189,80
1332,2,2,1,167,101
1600,2,3,2,200,90
1231,2,2,1,154,66
3000,2,4,2,375,275
1163,2,2,1,146,98.86
1760,2,3,2,220,145
3900,2,3,2,488,300
1163,2,2,1,146,98.86
1342,2,2,1,168,115
1760,2,3,2,220,160
1760,2,3,2,220,142
2400,2,3,2,300,195
1760,2,3,2,220,185
1162,2,2,1,146,98.77
901,2,2,1,113,35.14
800,2,2,1,100,50
1118,2,2,1,140,37.5
1200,2,3,2,150,62
1155,2,2,1,145,72
1830,2,3,2,229,82
4000,2,3,2,500,235
1096,2,2,1,137,41
920,2,2,1,115,27
1553,2,3,2,195,68
1639,2,3,2,205,120
3000,2,3,2,375,235
1134,2,2,1,142,45
1683,2,3,2,211,80
1176,2,2,1,147,50
3000,2,3,2,375,240
2650,2,4,2,332,150
1200,2,2,1,150,53
700,2,2,1,88,35
1400,2,3,2,175,70
1475,2,3,2,185,78
1700,2,3,2,213,75
850,2,2,1,107,55
1554,2,2,1,195,130
3820,2,1,1,478,306
703,2,2,1,88,49.5
1460,2,3,2,183,90
600,2,2,1,75,65
1030,2,2,1,129,55
3850,2,4,2,482,195
1100,2,2,1,138,52
1300,2,2,1,163,65
1010,2,2,1,127,40
1375,2,2,1,172,58
1120,2,2,1,140,60
1510,2,3,2,189,75
1179,2,2,1,148,56
1416,2,2,1,177,67
1476,2,3,2,185,73
1139.7,2,2,1,143,45
1465,2,2,1,184,60
1653,2,3,2,207,85
1255,2,2,1,157,67
1448,2,2,1,181,68
1178,2,2,1,148,73
1260,2,2,1,158,60
1033,2,2,1,130,48
1329,2,2,1,167,70
2372,2,3,2,297,140
1185,2,2,1,149,70
2400,2,4,2,300,140
1650,2,3,2,207,95
1186,2,2,1,149,72
825,2,2,1,104,33
1025,2,3,2,129,37
1020,2,2,1,128,41
1126,2,2,1,141,39
825,2,2,1,104,32
1360,2,3,2,170,45
1350,2,3,2,169,47
2150,2,4,2,269,85
896,2,2,1,112,43.75
1120,2,2,1,140,43
1100,2,2,1,138,44
1011,2,2,1,127,50.53
614.5,2,1,1,77,30.715
